path,true_label,true_class,predicted_label,predicted_class,tumor_probability,prediction_confidence,error_type
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4972.jpg,1,Tumor,1,Tumor,0.998769223690033,0.998769223690033,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1304.jpg,0,Normal,0,Normal,4.436270046426216e-06,0.9999955637299536,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4159.jpg,0,Normal,0,Normal,0.00011782187357312068,0.9998821781264269,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0153.jpg,1,Tumor,1,Tumor,0.9961807727813721,0.9961807727813721,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0330.jpg,0,Normal,0,Normal,0.0006289092707447708,0.9993710907292552,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2453.jpg,0,Normal,0,Normal,0.010075694881379604,0.9899243051186204,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3319.jpg,1,Tumor,1,Tumor,0.9996320009231567,0.9996320009231567,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3274.jpg,0,Normal,0,Normal,1.0816228495968971e-05,0.999989183771504,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2343.jpg,1,Tumor,1,Tumor,0.9999798536300659,0.9999798536300659,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0471.jpg,1,Tumor,1,Tumor,0.9998815059661865,0.9998815059661865,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1150.jpg,1,Tumor,1,Tumor,0.9995660185813904,0.9995660185813904,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3374.jpg,1,Tumor,1,Tumor,0.99996018409729,0.99996018409729,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3386.jpg,1,Tumor,1,Tumor,0.995617151260376,0.995617151260376,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2047.jpg,0,Normal,0,Normal,0.010466467589139938,0.9895335324108601,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2690.jpg,1,Tumor,1,Tumor,0.9994063377380371,0.9994063377380371,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3191.jpg,1,Tumor,1,Tumor,0.9992662072181702,0.9992662072181702,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2079.jpg,1,Tumor,1,Tumor,0.9997946619987488,0.9997946619987488,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2034.jpg,1,Tumor,1,Tumor,0.9977350234985352,0.9977350234985352,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1508.jpg,1,Tumor,1,Tumor,0.9998811483383179,0.9998811483383179,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0572.jpg,1,Tumor,1,Tumor,0.9684789180755615,0.9684789180755615,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1592.jpg,1,Tumor,1,Tumor,0.9995631575584412,0.9995631575584412,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3125.jpg,1,Tumor,1,Tumor,0.9999850988388062,0.9999850988388062,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2596.jpg,1,Tumor,1,Tumor,0.9998284578323364,0.9998284578323364,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0126.jpg,1,Tumor,1,Tumor,0.9998039603233337,0.9998039603233337,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0874.jpg,1,Tumor,1,Tumor,0.998675525188446,0.998675525188446,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1498.jpg,1,Tumor,1,Tumor,0.9972459077835083,0.9972459077835083,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3982.jpg,0,Normal,0,Normal,0.004390181042253971,0.995609818957746,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0971.jpg,0,Normal,0,Normal,0.1400355100631714,0.8599644899368286,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0695.jpg,0,Normal,0,Normal,0.00156969774980098,0.998430302250199,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2328.jpg,1,Tumor,1,Tumor,0.9993109703063965,0.9993109703063965,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1922.jpg,1,Tumor,1,Tumor,0.9992625117301941,0.9992625117301941,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2663.jpg,0,Normal,0,Normal,0.0005787715199403465,0.9994212284800597,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2175.jpg,0,Normal,0,Normal,0.0963357612490654,0.9036642387509346,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4429.jpg,0,Normal,0,Normal,7.344732239289442e-06,0.9999926552677607,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0635.jpg,0,Normal,0,Normal,0.01042960211634636,0.9895703978836536,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0886.jpg,0,Normal,0,Normal,0.0042456672526896,0.9957543327473104,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2630.jpg,1,Tumor,1,Tumor,0.9998748302459717,0.9998748302459717,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2158.jpg,1,Tumor,1,Tumor,0.9908237457275391,0.9908237457275391,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4305.jpg,1,Tumor,1,Tumor,0.9970270991325378,0.9970270991325378,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3589.jpg,0,Normal,0,Normal,0.00014838925562798977,0.999851610744372,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3367.jpg,1,Tumor,1,Tumor,0.9996368885040283,0.9996368885040283,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1861.jpg,1,Tumor,1,Tumor,0.9995484948158264,0.9995484948158264,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4471.jpg,1,Tumor,1,Tumor,0.9926435351371765,0.9926435351371765,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1632.jpg,0,Normal,0,Normal,1.0354264304623939e-05,0.9999896457356954,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0364.jpg,0,Normal,0,Normal,0.0002456157235428691,0.9997543842764571,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4509.jpg,1,Tumor,1,Tumor,0.9995844960212708,0.9995844960212708,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3569.jpg,0,Normal,0,Normal,3.064614793402143e-05,0.999969353852066,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0569.jpg,0,Normal,0,Normal,0.020754549652338028,0.979245450347662,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4223.jpg,0,Normal,0,Normal,0.00010809881496243179,0.9998919011850376,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2192.jpg,1,Tumor,1,Tumor,0.9902172684669495,0.9902172684669495,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0565.jpg,0,Normal,0,Normal,0.000154429319081828,0.9998455706809182,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3283.jpg,1,Tumor,1,Tumor,0.9996907711029053,0.9996907711029053,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1653.jpg,1,Tumor,1,Tumor,0.9959048628807068,0.9959048628807068,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0600.jpg,1,Tumor,1,Tumor,0.9809914231300354,0.9809914231300354,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2773.jpg,1,Tumor,1,Tumor,0.9856287240982056,0.9856287240982056,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0483.jpg,0,Normal,0,Normal,0.00027531982050277293,0.9997246801794972,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2931.jpg,1,Tumor,1,Tumor,0.9992102384567261,0.9992102384567261,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0263.jpg,0,Normal,0,Normal,0.4353424906730652,0.5646575093269348,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2792.jpg,0,Normal,0,Normal,0.008371368050575256,0.9916286319494247,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3408.jpg,1,Tumor,1,Tumor,0.9997653365135193,0.9997653365135193,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1045.jpg,0,Normal,0,Normal,0.0005267263040877879,0.9994732736959122,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4281.jpg,1,Tumor,1,Tumor,0.9984460473060608,0.9984460473060608,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3534.jpg,0,Normal,0,Normal,0.0005740011110901833,0.9994259988889098,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2960.jpg,1,Tumor,1,Tumor,0.9993385672569275,0.9993385672569275,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2537.jpg,1,Tumor,1,Tumor,0.9965516328811646,0.9965516328811646,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0519.jpg,1,Tumor,1,Tumor,0.9977050423622131,0.9977050423622131,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1260.jpg,1,Tumor,1,Tumor,0.9998258948326111,0.9998258948326111,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3891.jpg,1,Tumor,1,Tumor,0.9995865225791931,0.9995865225791931,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0059.jpg,1,Tumor,1,Tumor,0.99996018409729,0.99996018409729,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3378.jpg,0,Normal,0,Normal,0.0008606372866779566,0.999139362713322,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2299.jpg,1,Tumor,1,Tumor,0.9998160004615784,0.9998160004615784,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4446.jpg,0,Normal,0,Normal,7.059321069391444e-05,0.9999294067893061,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3022.jpg,0,Normal,0,Normal,9.26300635910593e-05,0.9999073699364089,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0671.jpg,0,Normal,0,Normal,0.013549396768212318,0.9864506032317877,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4743.jpg,1,Tumor,1,Tumor,0.9981694221496582,0.9981694221496582,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0709.jpg,1,Tumor,1,Tumor,0.9986904263496399,0.9986904263496399,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0480.jpg,0,Normal,0,Normal,0.03389031067490578,0.9661096893250942,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2283.jpg,0,Normal,0,Normal,0.001384379924274981,0.998615620075725,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0195.jpg,1,Tumor,1,Tumor,0.9985750913619995,0.9985750913619995,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1884.jpg,1,Tumor,1,Tumor,0.9999905824661255,0.9999905824661255,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0764.jpg,1,Tumor,1,Tumor,0.9995694756507874,0.9995694756507874,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4952.jpg,0,Normal,0,Normal,0.00030274013988673687,0.9996972598601133,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4873.jpg,0,Normal,0,Normal,0.0002799380454234779,0.9997200619545765,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0354.jpg,1,Tumor,1,Tumor,0.9984933137893677,0.9984933137893677,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1254.jpg,0,Normal,0,Normal,3.624875489549595e-06,0.9999963751245105,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2236.jpg,0,Normal,0,Normal,0.0006884223548695445,0.9993115776451305,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1290.jpg,0,Normal,0,Normal,2.2437441202782793e-06,0.9999977562558797,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3651.jpg,1,Tumor,1,Tumor,0.9999624490737915,0.9999624490737915,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4546.jpg,1,Tumor,1,Tumor,0.9814904928207397,0.9814904928207397,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2287.jpg,0,Normal,0,Normal,0.001219318131916225,0.9987806818680838,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0745.jpg,0,Normal,0,Normal,0.019154472276568413,0.9808455277234316,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2952.jpg,1,Tumor,1,Tumor,0.9998389482498169,0.9998389482498169,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0562.jpg,0,Normal,0,Normal,0.0001591190230101347,0.9998408809769899,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2526.jpg,0,Normal,0,Normal,0.01632179692387581,0.9836782030761242,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4240.jpg,0,Normal,0,Normal,0.23478859663009644,0.7652114033699036,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2963.jpg,1,Tumor,1,Tumor,0.9999784231185913,0.9999784231185913,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2490.jpg,0,Normal,0,Normal,0.007484239060431719,0.9925157609395683,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2656.jpg,0,Normal,0,Normal,0.0014937430387362838,0.9985062569612637,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2534.jpg,0,Normal,0,Normal,0.004673852119594812,0.9953261478804052,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4036.jpg,1,Tumor,1,Tumor,0.9789857864379883,0.9789857864379883,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0892.jpg,1,Tumor,1,Tumor,0.9996896982192993,0.9996896982192993,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2258.jpg,1,Tumor,1,Tumor,0.9980463981628418,0.9980463981628418,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2765.jpg,0,Normal,0,Normal,0.1891026347875595,0.8108973652124405,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3631.jpg,0,Normal,0,Normal,3.472579919616692e-05,0.9999652742008038,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2213.jpg,0,Normal,0,Normal,0.00030205969233065844,0.9996979403076693,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3821.jpg,1,Tumor,1,Tumor,0.9980000853538513,0.9980000853538513,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2054.jpg,1,Tumor,1,Tumor,0.9920600652694702,0.9920600652694702,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1798.jpg,0,Normal,0,Normal,0.000961820303928107,0.9990381796960719,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3575.jpg,0,Normal,0,Normal,0.001240516547113657,0.9987594834528863,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3186.jpg,0,Normal,0,Normal,9.55849391175434e-05,0.9999044150608825,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0672.jpg,1,Tumor,1,Tumor,0.9794890880584717,0.9794890880584717,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2199.jpg,0,Normal,0,Normal,0.030971162021160126,0.9690288379788399,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2007.jpg,0,Normal,0,Normal,0.002143735531717539,0.9978562644682825,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0682.jpg,1,Tumor,1,Tumor,0.9995653033256531,0.9995653033256531,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4840.jpg,0,Normal,0,Normal,0.00013902613136451691,0.9998609738686355,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2733.jpg,0,Normal,0,Normal,0.13771642744541168,0.8622835725545883,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1683.jpg,1,Tumor,1,Tumor,0.9891987442970276,0.9891987442970276,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3180.jpg,1,Tumor,1,Tumor,0.9999572038650513,0.9999572038650513,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0976.jpg,1,Tumor,1,Tumor,0.9989323019981384,0.9989323019981384,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0055.jpg,1,Tumor,1,Tumor,0.9999934434890747,0.9999934434890747,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3746.jpg,0,Normal,0,Normal,0.0002015077043324709,0.9997984922956675,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3265.jpg,0,Normal,0,Normal,9.264861000701785e-05,0.999907351389993,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0948.jpg,0,Normal,0,Normal,0.3625762462615967,0.6374237537384033,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4597.jpg,1,Tumor,1,Tumor,0.9999855756759644,0.9999855756759644,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3368.jpg,0,Normal,0,Normal,0.0015480283182114363,0.9984519716817886,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3620.jpg,1,Tumor,1,Tumor,0.9124842286109924,0.9124842286109924,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4212.jpg,0,Normal,0,Normal,0.00010796551214298233,0.999892034487857,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0557.jpg,0,Normal,0,Normal,8.317569881910458e-05,0.9999168243011809,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0760.jpg,0,Normal,0,Normal,0.012353832833468914,0.9876461671665311,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1559.jpg,0,Normal,0,Normal,2.0411362129379995e-05,0.9999795886378706,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1578.jpg,1,Tumor,1,Tumor,0.9989542961120605,0.9989542961120605,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2754.jpg,0,Normal,0,Normal,0.10433350503444672,0.8956664949655533,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1932.jpg,1,Tumor,1,Tumor,0.9707362055778503,0.9707362055778503,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0444.jpg,1,Tumor,1,Tumor,0.9904725551605225,0.9904725551605225,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2666.jpg,1,Tumor,1,Tumor,0.9999960660934448,0.9999960660934448,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1641.jpg,1,Tumor,1,Tumor,0.9982892870903015,0.9982892870903015,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3967.jpg,0,Normal,0,Normal,0.00987484771758318,0.9901251522824168,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4921.jpg,1,Tumor,1,Tumor,0.9996715784072876,0.9996715784072876,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0768.jpg,0,Normal,0,Normal,0.004250258207321167,0.9957497417926788,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0356.jpg,0,Normal,0,Normal,0.00037599430652335286,0.9996240056934766,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1320.jpg,1,Tumor,1,Tumor,0.9985195994377136,0.9985195994377136,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0190.jpg,1,Tumor,1,Tumor,0.9999425411224365,0.9999425411224365,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1517.jpg,0,Normal,0,Normal,2.8286793167353608e-05,0.9999717132068326,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4700.jpg,1,Tumor,1,Tumor,0.9926155805587769,0.9926155805587769,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4609.jpg,0,Normal,0,Normal,0.26903101801872253,0.7309689819812775,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3286.jpg,0,Normal,0,Normal,0.0006433731759898365,0.9993566268240102,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3862.jpg,1,Tumor,1,Tumor,0.9996070265769958,0.9996070265769958,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1889.jpg,0,Normal,1,Tumor,0.5869181156158447,0.5869181156158447,false_positive
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3379.jpg,1,Tumor,1,Tumor,0.9992682337760925,0.9992682337760925,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1694.jpg,1,Tumor,1,Tumor,0.9751549959182739,0.9751549959182739,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0691.jpg,1,Tumor,1,Tumor,0.9868775010108948,0.9868775010108948,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3340.jpg,1,Tumor,1,Tumor,0.9991378784179688,0.9991378784179688,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2520.jpg,0,Normal,0,Normal,0.011473171412944794,0.9885268285870552,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0415.jpg,0,Normal,0,Normal,0.006113743409514427,0.9938862565904856,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1886.jpg,0,Normal,0,Normal,0.32931840419769287,0.6706815958023071,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2332.jpg,1,Tumor,1,Tumor,0.9997169375419617,0.9997169375419617,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2279.jpg,0,Normal,0,Normal,0.0015797542873769999,0.998420245712623,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2966.jpg,0,Normal,0,Normal,4.449521657079458e-05,0.9999555047834292,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0595.jpg,0,Normal,0,Normal,0.00010873359133256599,0.9998912664086674,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4544.jpg,0,Normal,0,Normal,1.6202315237023868e-05,0.999983797684763,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2664.jpg,1,Tumor,1,Tumor,0.9992544054985046,0.9992544054985046,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2690.jpg,0,Normal,0,Normal,0.0001633263600524515,0.9998366736399475,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2027.jpg,1,Tumor,1,Tumor,0.9993348717689514,0.9993348717689514,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0351.jpg,1,Tumor,1,Tumor,0.9999912977218628,0.9999912977218628,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2067.jpg,0,Normal,0,Normal,0.0007862205966375768,0.9992137794033624,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1426.jpg,0,Normal,0,Normal,0.016879815608263016,0.983120184391737,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3901.jpg,1,Tumor,1,Tumor,0.9969567060470581,0.9969567060470581,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1486.jpg,1,Tumor,1,Tumor,0.9972215890884399,0.9972215890884399,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4636.jpg,1,Tumor,1,Tumor,0.9994955062866211,0.9994955062866211,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3226.jpg,1,Tumor,1,Tumor,0.9925315976142883,0.9925315976142883,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1923.jpg,1,Tumor,1,Tumor,0.9996294975280762,0.9996294975280762,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2384.jpg,1,Tumor,1,Tumor,0.9998886585235596,0.9998886585235596,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2156.jpg,1,Tumor,1,Tumor,0.9932044744491577,0.9932044744491577,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1596.jpg,1,Tumor,1,Tumor,0.9994127750396729,0.9994127750396729,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1773.jpg,0,Normal,0,Normal,0.000850867189001292,0.9991491328109987,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2578.jpg,0,Normal,0,Normal,7.94383668107912e-05,0.9999205616331892,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0646.jpg,0,Normal,0,Normal,0.011489981785416603,0.9885100182145834,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1669.jpg,1,Tumor,1,Tumor,0.9997507929801941,0.9997507929801941,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0826.jpg,1,Tumor,1,Tumor,0.9999440908432007,0.9999440908432007,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4661.jpg,1,Tumor,1,Tumor,0.9946932196617126,0.9946932196617126,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4958.jpg,0,Normal,0,Normal,9.818484249990433e-05,0.9999018151575001,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1876.jpg,0,Normal,0,Normal,0.004221633076667786,0.9957783669233322,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3124.jpg,1,Tumor,1,Tumor,0.9970510005950928,0.9970510005950928,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0049.jpg,1,Tumor,1,Tumor,0.9991004467010498,0.9991004467010498,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1273.jpg,1,Tumor,1,Tumor,0.9997360110282898,0.9997360110282898,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1097.jpg,1,Tumor,1,Tumor,0.9999288320541382,0.9999288320541382,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0783.jpg,1,Tumor,1,Tumor,0.9994921684265137,0.9994921684265137,correct
